age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,label
48,1,1,1,0,0,0,0,1,2,362,1,999,0,1,1.397666335105896,93.44413757324219,-36.10917663574219,4.960058689117432,5227.90673828125,0
26,0,2,3,0,0,0,1,6,4,87,5,999,0,1,1.1004559993743896,93.99115753173828,-36.40049743652344,4.856414794921875,5191.07568359375,0
31,0,1,6,0,0,0,0,1,3,219,3,998,0,1,1.3953735828399658,93.44287872314453,-36.11473083496094,4.960531234741211,5227.99609375,0
46,3,1,0,0,0,0,1,6,3,86,4,999,0,1,1.100239634513855,93.99431610107422,-36.408233642578125,4.857446193695068,5190.83203125,0
22,1,2,1,0,0,0,0,3,0,100,4,999,0,1,1.3958393335342407,93.91722869873047,-42.67023849487305,4.951109886169434,5228.1,0
76,5,1,0,0,2,0,0,1,0,406,1,999,0,1,-2.892425298690796,92.20340728759766,-31.40806007385254,0.8563461899757385,5076.42724609375,0
46,1,2,1,1,0,2,0,3,1,272,3,999,0,1,1.3972387313842773,93.91699981689453,-42.69279098510742,4.964986324310303,5228.1,0
27,1,2,1,0,0,2,1,6,0,146,4,999,0,1,-1.7974733114242554,92.89360046386719,-46.18467330932617,1.2566637992858887,5099.08935546875,0
28,1,1,2,1,2,0,0,6,1,173,2,999,0,1,-1.7971100807189941,92.8926773071289,-46.188682556152344,1.2980077266693115,5099.166015625,0
31,1,2,6,0,0,0,0,1,4,174,2,999,0,1,-2.898345708847046,92.20236206054688,-31.412385940551758,0.8818712830543518,5076.3759765625,0
33,9,2,3,0,2,0,0,3,0,270,1,999,0,1,1.3960323333740234,93.91791534423828,-42.696075439453125,4.958971977233887,5228.0087890625,0
55,0,2,6,0,2,0,1,6,4,53,3,999,0,1,1.099414348602295,93.99366760253906,-36.406951904296875,4.8566436767578125,5190.86767578125,0
39,0,1,6,1,0,0,0,1,2,144,10,999,0,1,1.4,93.44420623779297,-36.106689453125,4.956070423126221,5228.01416015625,0
41,4,1,6,0,2,2,0,7,4,501,4,999,0,1,-0.10430832207202911,93.20040893554688,-42.00041961669922,4.1211771965026855,5195.87646484375,0
43,1,1,3,1,0,2,1,6,1,180,1,998,0,1,1.0988088846206665,93.99382019042969,-36.39670181274414,4.85733699798584,5191.044921875,0
32,7,1,7,0,0,0,1,4,1,98,4,999,0,1,1.3984882831573486,94.4647445678711,-41.79349899291992,4.96041202545166,5227.92138671875,0
55,1,0,0,0,2,0,0,3,1,213,3,999,0,1,1.4,93.91815185546875,-42.693565368652344,4.963325500488281,5227.98974609375,0
49,1,1,0,1,2,0,0,3,3,107,12,999,0,1,1.4,93.91639709472656,-42.68013381958008,4.959499359130859,5228.0390625,0
47,7,0,3,0,2,0,0,6,1,254,1,999,0,1,-1.7981657981872559,92.89482879638672,-46.198448181152344,1.2976408004760742,5099.11669921875,0
55,5,1,0,1,2,2,0,3,0,258,1,999,0,1,1.3993104696273804,93.91688537597656,-42.704505920410156,4.958372116088867,5228.1,0
39,7,1,3,0,2,2,1,4,1,149,1,999,0,1,1.4,94.46585083007812,-41.801055908203125,4.962461471557617,5227.90966796875,0
36,10,0,3,0,2,2,0,7,1,68,1,999,1,0,-0.09733840823173523,93.19988250732422,-41.998844146728516,4.191625118255615,5195.8740234375,0
60,9,1,0,0,2,0,0,8,2,133,6,999,2,0,-3.3938207626342773,92.43342590332031,-26.924802780151367,0.7240539193153381,5017.79248046875,0
53,4,1,7,0,0,0,0,3,1,123,2,999,0,1,1.4,93.91634368896484,-42.70840072631836,4.96098518371582,5227.92236328125,0
33,0,1,6,0,0,0,1,4,3,286,2,999,0,1,-1.6973979473114014,94.0538558959961,-39.81125259399414,0.7641454339027405,4991.69775390625,0
26,1,1,1,1,1,1,1,4,1,351,6,999,0,1,1.4,94.4638900756836,-41.80405044555664,4.866642475128174,5227.95703125,0
42,7,1,5,0,2,2,0,7,4,120,1,999,0,1,-0.099732905626297,93.20111846923828,-41.9917106628418,4.119272708892822,5195.9443359375,0
34,0,1,6,0,0,2,0,6,1,73,2,999,0,1,-1.7940934896469116,92.89383697509766,-46.19260025024414,1.246687412261963,5099.15673828125,0
22,8,2,3,0,2,2,1,6,2,382,3,999,1,0,-1.7941868305206299,92.89358520507812,-46.1837272644043,1.2692022323608398,5099.22998046875,0
38,1,1,3,1,2,0,0,6,1,306,1,999,0,1,-1.8007080554962158,92.89405059814453,-46.194969177246094,1.2999706268310547,5099.1123046875,0
47,4,0,6,0,0,0,1,4,0,9,3,999,0,1,1.4,94.46391296386719,-41.80229187011719,4.960406303405762,5227.92236328125,0
35,0,2,6,0,0,0,1,6,2,135,1,999,0,1,1.0974851846694946,93.99404907226562,-36.412960052490234,4.860848426818848,5190.93603515625,0
49,2,1,3,1,0,0,1,6,4,7,12,999,0,1,1.0974704027175903,93.99400329589844,-36.39646911621094,4.8574538230896,5191.10498046875,0
43,10,1,0,0,0,0,1,6,4,275,4,999,0,1,1.0984818935394287,93.99342346191406,-36.40238952636719,4.854173183441162,5190.96826171875,0
33,1,2,1,1,0,0,0,6,2,101,2,999,0,1,-1.8016258478164673,92.89295959472656,-46.18623352050781,1.2690098285675049,5099.1552734375,0
30,3,1,1,0,2,0,0,1,1,249,5,999,0,1,1.3978301286697388,93.44345092773438,-36.111141204833984,4.959595680236816,5227.880859375,0
27,6,2,6,0,2,2,0,6,2,74,1,999,1,0,-1.8001246452331543,92.89348602294922,-46.185638427734375,1.2744216918945312,5099.14306640625,0
44,1,1,1,0,0,0,0,6,2,213,2,998,0,1,-1.7978864908218384,92.8955307006836,-46.18376159667969,1.3332409858703613,5099.232421875,0
43,0,0,2,0,2,0,0,6,1,48,1,999,1,0,-1.7985315322875977,92.892822265625,-46.20277786254883,1.3004341125488281,5099.017578125,0
40,0,1,5,1,2,0,1,6,3,81,1,998,0,1,1.096331238746643,93.99298858642578,-36.40495681762695,4.8488359451293945,5191.18212890625,0
52,4,1,3,0,2,0,0,7,3,75,1,999,1,0,-0.09439004957675934,93.20083618164062,-42.00022888183594,4.151185035705566,5195.802734375,0
42,1,1,3,0,2,0,0,3,3,148,1,998,0,1,-2.8928780555725098,92.46965789794922,-33.62908172607422,1.0420165061950684,5076.34814453125,0
59,5,1,6,0,2,0,0,1,4,160,3,999,0,1,1.3976022005081177,93.44290924072266,-36.11948013305664,4.963895320892334,5228.02490234375,0
32,4,0,0,1,2,0,1,6,0,259,2,998,0,1,1.09610915184021,93.99349212646484,-36.40003204345703,4.856110572814941,5190.96435546875,0
19,8,2,7,0,0,0,0,0,0,108,5,999,0,1,-1.7961509227752686,93.07514953613281,-47.08833312988281,1.4092111587524414,5099.21435546875,0
43,4,1,0,0,2,0,1,6,3,224,1,999,0,1,1.1001642942428589,93.99308013916016,-36.40436935424805,4.857624053955078,5191.0400390625,0
40,7,1,2,0,0,0,1,3,2,22,35,999,0,1,1.3970775604248047,93.91831970214844,-42.70301818847656,4.964043140411377,5227.85107421875,0
32,1,2,6,1,2,2,0,7,3,119,2,999,0,1,-0.09827733039855957,93.20071411132812,-41.98708724975586,4.154131889343262,5195.79541015625,0
42,7,1,5,0,0,0,1,4,0,24,1,999,0,1,1.4,94.46280670166016,-41.792484283447266,4.968425750732422,5228.08349609375,0
26,7,2,2,0,0,2,1,6,0,83,4,999,0,1,1.10085129737854,93.99280548095703,-36.40232467651367,4.854310512542725,5191.09423828125,0
29,9,2,5,0,2,0,0,3,2,151,2,999,0,1,1.3948488235473633,93.91838836669922,-42.697593688964844,4.963254451751709,5227.90869140625,0
27,1,2,3,0,0,0,0,3,3,29,2,999,0,1,1.3989466428756714,93.9191665649414,-42.69321823120117,4.962569713592529,5228.1,0
28,1,0,0,0,0,0,1,3,0,327,1,999,0,1,1.3984178304672241,93.916259765625,-42.69649124145508,4.9593119621276855,5228.00390625,0
30,0,2,6,0,0,0,0,1,4,97,1,999,0,1,1.399548888206482,93.44377899169922,-36.11219024658203,4.962973117828369,5228.1,0
57,7,1,2,1,2,0,0,0,0,186,1,999,0,1,-1.7970353364944458,93.07664489746094,-47.08341979980469,1.4076042175292969,5099.17138671875,0
42,9,1,5,0,2,2,0,7,1,126,2,999,1,0,-0.0971604585647583,93.19886779785156,-41.99460983276367,4.1935834884643555,5195.73291015625,0
59,1,1,1,1,2,0,0,3,1,108,7,999,0,1,1.3983701467514038,93.91680908203125,-42.69392395019531,4.960007667541504,5228.00537109375,0
44,9,1,5,0,0,0,0,1,2,82,2,999,0,1,1.3983652591705322,93.44342803955078,-36.10026931762695,4.962089538574219,5228.1,0
34,1,1,2,0,2,0,0,0,0,218,1,999,0,1,-1.8007549047470093,93.07598876953125,-47.081085205078125,1.4061028957366943,5099.26123046875,0
49,7,1,3,0,0,0,0,3,2,63,4,999,0,1,1.3982747793197632,93.91693115234375,-42.696224212646484,4.958151340484619,5227.9482421875,0
39,10,1,3,0,0,2,1,6,2,136,1,999,0,1,1.097703218460083,93.99471282958984,-36.4161376953125,4.859770774841309,5190.85107421875,0
30,2,1,5,0,2,2,0,7,2,266,2,999,0,1,-0.09934322535991669,93.20120239257812,-42.00276565551758,4.076328754425049,5195.68310546875,0
35,7,2,3,0,0,0,1,4,0,18,14,999,0,1,1.394717812538147,94.46211242675781,-41.79277801513672,4.957512378692627,5228.1,0
49,0,1,2,0,0,0,1,6,1,220,3,998,0,1,1.100796103477478,93.99431610107422,-36.39685821533203,4.858078956604004,5190.82861328125,0
29,0,2,6,0,2,0,0,0,1,378,3,13,1,2,-1.7993823289871216,93.74736022949219,-34.605934143066406,0.6456616520881653,5008.87646484375,0
39,7,1,2,0,2,0,0,7,3,219,3,999,0,1,-0.0979701429605484,93.20012664794922,-41.98004150390625,4.1555585861206055,5195.85595703125,0
43,1,1,2,0,0,0,0,3,0,379,3,999,0,1,1.3960142135620117,93.91729736328125,-42.69020462036133,4.952644348144531,5228.1,0
33,0,1,3,0,2,0,0,6,0,176,1,999,0,1,-1.7961761951446533,92.89399719238281,-46.185455322265625,1.3134067058563232,5099.24462890625,0
50,0,1,2,0,1,1,0,6,2,446,6,999,1,0,-1.7994428873062134,92.894287109375,-46.18873977661133,1.3267793655395508,5098.955078125,0
29,4,2,2,0,2,0,1,3,0,12,1,999,0,1,1.3948661088943481,93.917724609375,-42.69330596923828,4.955132484436035,5227.9208984375,0
59,0,1,3,0,2,0,1,6,2,285,1,999,0,1,1.1004931926727295,93.99359893798828,-36.39947509765625,4.860536575317383,5191.27490234375,0
57,5,1,0,1,2,0,0,1,4,57,2,999,0,1,1.3979157209396362,93.44398498535156,-36.10694122314453,4.960993766784668,5228.1,0
36,0,2,6,0,2,0,0,1,2,107,3,999,0,1,1.397347092628479,93.44556427001953,-36.1036262512207,4.964016437530518,5227.9306640625,0
33,0,1,6,0,0,0,0,3,2,180,3,999,0,1,1.4,93.91666412353516,-42.690277099609375,4.957911014556885,5227.92236328125,0
50,2,1,3,0,2,2,0,6,0,1325,6,999,1,0,-1.797351598739624,92.8930892944336,-46.19409942626953,1.2499120235443115,5099.11083984375,0
59,1,1,2,0,0,0,1,0,3,110,3,999,1,0,-1.7993134260177612,93.0750961303711,-47.09223175048828,1.4199573993682861,5099.33544921875,0
47,0,1,3,0,0,2,1,6,4,138,1,999,0,1,1.0996092557907104,93.9930191040039,-36.40937423706055,4.855210304260254,5190.9951171875,0
31,0,1,6,0,2,0,1,4,4,153,6,999,0,1,1.4,94.46282196044922,-41.80799865722656,4.8628692626953125,5227.8623046875,0
37,0,1,6,1,2,0,1,6,1,113,3,999,0,1,1.1004931926727295,93.99359893798828,-36.401947021484375,4.859126567840576,5191.19384765625,0
35,0,1,3,0,0,0,1,6,4,15,19,999,0,1,1.1051942110061646,93.99249267578125,-36.40595245361328,4.855674743652344,5190.92138671875,0
33,1,1,2,0,0,2,0,0,1,780,2,999,0,1,-1.8009679317474365,93.0748062133789,-47.07755661010742,1.4086482524871826,5099.2509765625,0
47,9,1,2,0,2,0,0,3,1,502,2,999,0,1,1.4,93.9173355102539,-42.69221115112305,4.961424827575684,5228.03857421875,0
37,0,2,3,0,0,0,1,3,2,494,4,999,3,0,-1.6973854303359985,94.21436309814453,-40.294551849365234,0.7854486107826233,4991.7978515625,0
34,9,1,6,0,0,0,0,3,2,76,1,999,0,1,1.3966859579086304,93.91669464111328,-42.68937683105469,4.961945056915283,5227.97119140625,0
24,9,2,1,0,2,0,0,3,2,128,5,999,0,1,1.4,93.9185791015625,-42.70030212402344,4.95564079284668,5227.8662109375,0
37,9,1,2,0,0,0,1,3,2,514,2,999,0,1,1.3992043733596802,93.91795349121094,-42.70183181762695,4.965373516082764,5228.03125,0
33,3,1,0,0,0,0,1,6,3,213,1,999,0,1,1.0917448997497559,93.99295043945312,-36.409854888916016,4.849569320678711,5191.021484375,0
29,0,2,3,0,2,0,1,6,2,362,3,999,0,1,1.0971081256866455,93.99117279052734,-36.39541244506836,4.85893440246582,5190.95947265625,0
51,1,0,7,1,0,0,1,4,4,220,1,999,0,1,1.3978074789047241,94.46537780761719,-41.806495666503906,4.9573845863342285,5227.9609375,0
35,0,0,3,0,2,0,1,6,4,24,2,999,0,1,1.0953550338745117,93.99347686767578,-36.41401290893555,4.853085517883301,5190.9658203125,0
47,2,1,6,0,2,0,0,0,2,150,1,999,0,1,-1.7970097064971924,93.0755615234375,-47.0737419128418,1.4152626991271973,5099.27294921875,0
39,0,1,6,0,2,0,0,3,1,928,15,999,0,1,1.394836664199829,93.91729736328125,-42.693790435791016,4.9571990966796875,5228.01416015625,0
31,0,2,3,1,0,0,1,3,0,61,2,999,0,1,1.3966240882873535,93.91673278808594,-42.704071044921875,4.962131500244141,5227.92041015625,0
50,10,1,0,1,2,0,0,0,2,241,2,999,1,0,-1.7967050075531006,93.07685852050781,-47.08078384399414,1.4171810150146484,5099.1611328125,0
45,4,1,7,0,2,0,0,3,0,121,2,999,0,1,1.3955379724502563,93.91653442382812,-42.69100570678711,4.963468551635742,5227.90576171875,0
34,9,1,6,0,2,0,0,6,2,70,1,999,0,1,-1.7952229976654053,92.89248657226562,-46.189414978027344,1.3323326110839844,5099.10888671875,0
37,4,1,6,0,0,0,0,7,2,90,1,999,0,1,-0.09874221682548523,93.20088195800781,-41.9887580871582,4.072067737579346,5195.71875,0
47,0,0,3,0,0,0,0,3,1,480,1,999,0,1,1.3983596563339233,93.91635131835938,-42.6876106262207,4.954911708831787,5228.0908203125,0
27,7,1,3,0,2,0,0,3,1,249,3,999,0,1,1.3991732597351074,93.91693878173828,-42.69349670410156,4.964086532592773,5228.1,0
32,0,1,6,0,0,0,0,6,2,57,4,999,0,1,-1.7997725009918213,92.89500427246094,-46.19119644165039,1.2710564136505127,5099.23095703125,0
32,2,1,6,0,0,0,1,7,2,125,2,999,0,1,-0.09776578843593597,93.20096588134766,-41.99152374267578,4.077459812164307,5195.81201171875,0
37,9,1,6,0,0,0,1,4,0,23,2,999,0,1,1.4,94.4641342163086,-41.7897834777832,4.961005210876465,5227.81884765625,0
57,1,1,2,0,0,0,0,6,0,198,2,999,0,1,-1.7971510887145996,92.89361572265625,-46.19814682006836,1.2556648254394531,5099.2509765625,0
55,0,1,6,0,0,0,0,7,4,123,2,999,1,0,-0.09938406944274902,93.2012939453125,-42.002525329589844,4.117733955383301,5195.51904296875,0
30,0,2,3,0,2,0,0,1,0,91,1,999,0,1,1.3959418535232544,93.44441986083984,-36.10296630859375,4.964283466339111,5228.1,0
35,8,2,3,0,0,0,1,4,4,71,4,999,0,1,1.3959071636199951,94.46247863769531,-41.79443359375,4.864756107330322,5228.03369140625,0
38,1,1,1,1,0,2,1,6,3,132,1,999,0,1,1.097007393836975,93.99466705322266,-36.401859283447266,4.857005596160889,5190.87939453125,0
36,1,1,2,0,2,0,0,6,1,156,1,999,1,0,-1.8009388446807861,92.89283752441406,-46.19327163696289,1.2457001209259033,5099.20458984375,0
44,0,2,1,1,0,0,1,3,4,382,7,999,0,1,1.4,93.91761779785156,-42.686561584472656,4.9624714851379395,5227.94189453125,0
22,8,2,3,0,2,0,0,0,0,14,3,999,0,1,-1.8005034923553467,93.07389068603516,-47.08696746826172,1.4101152420043945,5099.17236328125,0
33,0,2,6,0,2,0,0,6,4,357,2,999,1,0,-1.797621250152588,92.8953857421875,-46.186866760253906,1.2791271209716797,5099.40283203125,0
72,5,1,2,1,2,0,0,7,0,96,2,999,0,1,-3.396674394607544,92.64999389648438,-30.129322052001953,0.7231815457344055,5017.8583984375,0
30,8,2,7,0,0,0,0,2,1,69,1,999,1,0,-2.994781255722046,92.71566772460938,-33.01243209838867,0.7238178849220276,5023.6982421875,0
43,0,1,6,0,0,0,0,3,3,187,2,999,0,1,1.4,93.91850280761719,-42.689762115478516,4.964878082275391,5228.03662109375,0
26,1,2,2,1,0,2,1,6,0,267,1,999,0,1,1.099866271018982,93.99376678466797,-36.40380096435547,4.856898784637451,5190.96630859375,0
51,0,1,3,0,0,0,0,7,3,132,1,999,0,1,-0.09221149981021881,93.20126342773438,-41.99307632446289,4.1512064933776855,5195.60595703125,0
55,0,1,3,0,2,0,0,7,3,106,1,999,0,1,-0.0985046923160553,93.20030975341797,-41.999019622802734,4.157347202301025,5195.5625,0
55,0,1,3,0,2,0,1,4,0,8,3,999,0,1,1.3991223573684692,94.46437072753906,-41.79527282714844,4.959634304046631,5228.04248046875,0
34,1,1,1,1,2,0,0,6,3,306,2,999,1,0,-1.799420714378357,92.89443969726562,-46.19430923461914,1.291916847229004,5099.26611328125,0
51,1,1,0,1,2,0,1,4,0,183,1,999,0,1,1.3949916362762451,94.46392822265625,-41.79436492919922,4.96201229095459,5227.87255859375,0
30,7,2,3,0,0,0,1,6,3,66,1,999,0,1,1.098886489868164,93.99451446533203,-36.41147232055664,4.858782768249512,5191.03857421875,0
35,7,3,3,0,0,0,0,6,3,516,1,999,1,0,-1.797479271888733,92.89461517333984,-46.18471908569336,1.2937953472137451,5099.41455078125,0
53,4,1,6,0,2,2,1,1,0,81,1,999,0,1,1.3988165855407715,93.44273376464844,-36.117462158203125,4.959969997406006,5227.99560546875,0
50,1,1,0,1,1,1,1,6,3,153,1,999,0,1,1.0968177318572998,93.99315643310547,-36.413482666015625,4.854859828948975,5191.1064453125,0
30,0,2,6,0,0,0,0,1,2,101,1,999,0,1,1.3982443809509277,93.44288635253906,-36.10549545288086,4.961392879486084,5228.02978515625,0
43,4,1,6,0,2,0,0,1,4,118,1,999,0,1,1.3985443115234375,93.44402313232422,-36.10332107543945,4.964836120605469,5228.01220703125,0
28,0,1,6,0,0,0,1,6,0,161,3,999,0,1,1.097880482673645,93.99331665039062,-36.411617279052734,4.859622955322266,5190.943359375,0
53,0,1,6,0,0,0,0,1,4,177,1,999,0,1,1.3975554704666138,93.44485473632812,-36.113487243652344,4.96297550201416,5228.1,0
39,0,1,3,0,2,2,1,6,0,202,2,999,0,1,1.1003687381744385,93.99417877197266,-36.40011215209961,4.858941555023193,5190.994140625,0
33,3,1,2,0,2,0,0,1,0,147,1,999,0,1,1.4,93.44378662109375,-36.10676956176758,4.964758396148682,5228.00732421875,0
30,7,2,3,0,2,0,1,4,0,9,2,999,0,1,1.4,94.46197509765625,-41.813594818115234,4.9565815925598145,5227.876953125,0
38,9,2,2,0,2,0,0,7,3,425,2,999,1,0,-0.09878893196582794,93.2001953125,-41.98348617553711,4.147540092468262,5195.90869140625,0
47,1,1,5,1,2,0,1,6,4,130,1,998,0,1,1.1046017408370972,93.99371337890625,-36.400184631347656,4.8535637855529785,5190.880859375,0
32,1,2,1,0,2,0,1,6,1,130,2,999,0,1,1.1016725301742554,93.9936752319336,-36.407989501953125,4.861186504364014,5191.0078125,0
31,10,2,3,0,2,0,0,4,2,167,3,999,0,1,-1.698933482170105,94.0543441772461,-39.78684616088867,0.7473016381263733,4991.9052734375,0
45,0,1,6,0,2,0,0,1,2,77,9,999,0,1,1.3954073190689087,93.44364929199219,-36.12211227416992,4.963194847106934,5228.1,0
24,8,2,3,0,2,2,0,4,2,344,1,999,0,1,-1.6959221363067627,94.05415344238281,-39.80304718017578,0.7330926060676575,4991.9140625,0
34,1,1,2,0,2,0,0,0,1,318,1,999,0,1,-1.800007700920105,93.0762710571289,-47.099605560302734,1.4073891639709473,5099.3046875,0
54,1,0,0,0,0,0,1,6,2,138,2,999,0,1,1.0982086658477783,93.99462127685547,-36.40734100341797,4.858819007873535,5190.9814453125,0
49,9,0,6,1,2,2,1,6,4,296,8,999,0,1,1.1038553714752197,93.99346160888672,-36.40740966796875,4.857672691345215,5191.05615234375,0
38,0,1,7,0,0,2,0,3,4,311,3,999,0,1,1.399644374847412,93.91766357421875,-42.69337844848633,4.960817337036133,5227.84912109375,0
36,0,1,3,0,2,0,1,4,4,335,1,999,0,1,1.3984977006912231,94.46375274658203,-41.803890228271484,4.962821960449219,5228.1,0
37,7,1,2,0,2,0,0,6,2,158,3,999,0,1,-1.7931257486343384,92.89476013183594,-46.18974685668945,1.3301315307617188,5099.17919921875,0
44,0,1,3,0,2,0,1,6,0,43,5,999,0,1,1.0908567905426025,93.9926528930664,-36.40963363647461,4.86211633682251,5191.12890625,0
40,4,1,6,0,0,0,0,7,3,131,2,999,1,0,-0.09735545516014099,93.19976806640625,-41.99085998535156,4.150908946990967,5195.81982421875,0
53,9,1,5,0,0,0,1,6,3,332,1,999,0,1,1.0999168157577515,93.99293518066406,-36.42161178588867,4.857182502746582,5191.07275390625,0
32,10,1,3,1,2,0,0,3,1,38,3,999,0,1,1.3933755159378052,93.91851043701172,-42.69631576538086,4.959218502044678,5227.97998046875,0
37,1,2,3,0,0,0,1,6,1,324,4,999,0,1,1.0967200994491577,93.99344635009766,-36.401424407958984,4.857913494110107,5190.99951171875,0
61,9,1,6,0,0,0,0,0,3,51,2,999,0,1,-1.7991210222244263,93.0753402709961,-47.098365783691406,1.384580135345459,5099.18212890625,0
30,1,1,3,1,0,0,0,3,4,145,1,999,0,1,1.3967245817184448,93.91922760009766,-42.69584655761719,4.961521625518799,5228.06103515625,0
25,9,2,5,0,0,2,0,0,1,112,4,999,0,1,-1.7991981506347656,93.0755844116211,-47.09437942504883,1.466270923614502,5099.232421875,0
27,0,1,6,0,0,0,1,6,4,191,5,999,0,1,1.1000032424926758,93.99311828613281,-36.3928337097168,4.853575229644775,5191.06982421875,0
35,10,1,0,0,2,0,0,7,1,58,1,999,0,1,-0.0981406420469284,93.20188903808594,-41.99591064453125,4.191689491271973,5195.83740234375,0
28,0,1,3,0,2,0,1,4,1,266,10,999,0,1,1.3973749876022339,94.46366119384766,-41.7935905456543,4.86670446395874,5228.01806640625,0
60,5,1,5,0,0,2,0,8,4,170,2,999,1,0,-1.0994069576263428,94.59835815429688,-49.48738479614258,1.0423848628997803,4963.94091796875,0
26,1,2,2,0,2,2,0,6,0,245,9,999,1,0,-1.7982546091079712,92.89399719238281,-46.185211181640625,1.2558047771453857,5099.12841796875,0
35,2,1,3,0,2,0,0,6,1,507,3,999,2,0,-1.7965656518936157,92.89529418945312,-46.1959342956543,1.3075191974639893,5099.185546875,0
38,10,2,6,0,2,2,0,1,3,153,6,999,0,1,1.3978285789489746,93.44349670410156,-36.10344696044922,4.961794376373291,5227.97265625,0
28,0,2,6,0,0,0,0,1,3,225,1,999,2,0,-2.8996658325195312,92.201,-31.41799545288086,0.8838754296302795,5076.32177734375,0
47,1,2,0,0,2,0,0,6,0,87,2,999,1,0,-1.7956719398498535,92.89456176757812,-46.19343185424805,1.3161563873291016,5099.1923828125,0
29,1,0,2,0,2,2,0,6,4,201,1,999,0,1,-1.7995415925979614,92.8938217163086,-46.18944549560547,1.2804558277130127,5099.048828125,0
30,0,0,6,1,2,0,1,4,0,39,1,999,0,1,1.3994892835617065,94.4647216796875,-41.803218841552734,4.969192028045654,5228.04345703125,0
54,4,1,6,0,2,0,0,3,3,100,2,999,0,1,1.4,93.91771697998047,-42.690433502197266,4.959056377410889,5227.7080078125,0
52,7,2,3,0,2,0,1,4,4,44,1,999,0,1,1.3967432975769043,94.46330261230469,-41.8026237487793,4.963254451751709,5228.0810546875,0
32,1,1,1,1,0,0,1,6,2,60,1,999,0,1,1.0998066663742065,93.99335479736328,-36.40443801879883,4.8522186279296875,5190.97802734375,0
32,1,1,2,0,2,0,0,0,2,188,1,999,1,0,-1.800330638885498,93.07526397705078,-47.101715087890625,1.4104785919189453,5099.06494140625,0
42,1,1,2,1,2,0,0,3,4,90,10,999,0,1,1.398802638053894,93.91799926757812,-42.69387435913086,4.960105895996094,5227.91455078125,0
39,7,1,2,0,2,0,0,7,3,219,3,999,0,1,-0.10157963633537292,93.2011489868164,-42.001983642578125,4.153493881225586,5195.85205078125,0
38,7,1,3,0,0,0,0,3,0,904,3,999,0,1,1.4,93.91736602783203,-42.692535400390625,4.9560675621032715,5227.7646484375,0
33,0,1,6,0,0,0,1,8,4,167,1,999,0,1,-0.1007843166589737,93.79875183105469,-40.40581512451172,4.8231048583984375,5195.826171875,0
30,0,2,5,0,2,2,0,6,2,105,1,999,1,0,-1.796531319618225,92.89366912841797,-46.18879318237305,1.3280057907104492,5099.02685546875,0
40,6,1,6,0,2,0,0,1,2,156,1,998,0,1,1.398262619972229,93.44490051269531,-36.09663391113281,4.960054874420166,5228.0048828125,0
27,0,1,3,0,2,0,0,6,0,137,2,999,0,1,-1.7974238395690918,92.89451599121094,-46.201622009277344,1.2643499374389648,5099.31103515625,0
37,3,1,3,0,0,0,1,6,0,138,6,999,0,1,1.0993934869766235,93.99333190917969,-36.40995407104492,4.85647439956665,5191.05078125,0
25,0,2,6,0,0,0,0,7,0,350,5,4,1,2,-3.396632432937622,92.64913177490234,-30.119216918945312,0.7188959717750549,5017.7548828125,0
56,1,1,2,0,2,0,0,7,0,756,2,999,0,1,-0.09991425275802612,93.19987487792969,-41.995059967041016,4.017996311187744,5195.75146484375,0
31,1,2,2,0,2,0,0,3,2,485,1,999,0,1,1.4,93.91768646240234,-42.70363998413086,4.966279029846191,5228.1,0
36,0,1,6,1,0,0,0,1,3,97,3,999,0,1,1.3939709663391113,93.44392395019531,-36.113441467285156,4.959708213806152,5227.9755859375,0
55,0,1,0,0,0,0,0,0,0,198,1,999,0,1,-1.7949492931365967,93.0758285522461,-47.09027099609375,1.407313346862793,5099.16162109375,0
44,1,1,2,1,0,0,0,3,1,148,1,999,0,1,1.3985339403152466,93.91825103759766,-42.70108413696289,4.960831165313721,5228.06201171875,0
60,4,1,5,1,2,0,0,3,2,240,4,999,0,1,1.399233102798462,93.91615295410156,-42.6977653503418,4.963089942932129,5227.8505859375,0
41,3,0,2,1,0,0,0,3,4,118,2,999,0,1,1.3969368934631348,93.9173812866211,-42.69456481933594,4.961553573608398,5227.9482421875,0
29,0,2,3,0,2,0,1,4,4,184,2,999,0,1,1.4,94.4629898071289,-41.797607421875,4.866248607635498,5228.0078125,0
36,9,1,6,0,0,0,0,1,3,125,1,999,0,1,1.3974703550338745,93.4443588256836,-36.11198806762695,4.964576244354248,5228.08740234375,0
57,5,1,5,0,1,1,0,7,3,194,1,999,0,1,-0.0999421775341034,93.202392578125,-41.995033264160156,4.151200294494629,5195.90380859375,0
38,9,2,2,0,0,0,0,6,1,572,7,999,0,1,-1.798465609550476,92.89458465576172,-46.20301055908203,1.246612548828125,5099.0927734375,0
37,10,1,3,0,0,0,1,6,3,56,3,999,0,1,1.095160961151123,93.99266815185547,-36.40730667114258,4.85432767868042,5190.98876953125,0
42,0,2,6,0,2,0,1,6,0,87,1,999,0,1,1.0984225273132324,93.99449157714844,-36.40821838378906,4.863999366760254,5190.78857421875,0
39,0,1,6,0,0,0,0,7,4,118,2,999,0,1,-0.09610193967819214,93.20052337646484,-41.99052047729492,4.1216864585876465,5195.6923828125,0
